KRAJ;MĚSTO;ORIGINÁLNÍ ZÁZNAM;GPS;PATRO / NÁSTUPIŠTĚ /atd.
Jihomoravský kraj;Hodonín;WC (1E). Městský úřad Hodonín, Národní třída 25, 695 35 Hodonín;"48°51'5.648"", 17°7'34.558""";
Jihomoravský kraj;Hodonín;WC (1E). Nákupní centrum Cukrovar, Dvořákova 4115/6, 695 01 Hodonín;"48°51'11.754"", 17°7'5.149""";
Jihomoravský kraj;Hodonín;WC (1E). Radnice Hodonín, Masarykovo nám. 53/1, 695 35 Hodonín;"48°50'53.950"", 17°7'42.106""";
Jihomoravský kraj;Hodonín;WC (1E). Železniční stanice Hodonín, Wilsonova 480/1, 695 01 Hodonín;"48°51'22.119"", 17°7'20.257""";
Jihomoravský kraj;Hrušovany nad Jevišovkou-Šanov;WC (1E). Železniční stanice Hrušovany nad Jevišovkou-Šanov, Nádražní 254, 671 67 Šanov;"48°48'37.099"", 16°23'0.045""";
Jihomoravský kraj;Hustopeče;WC (1E). Městský úřad Hustopeče, Dukelské náměstí 2/2, 693 17 Hustopeče;"48°56'26.511"", 16°44'12.879""";
Jihomoravský kraj;Hustopeče;WC (1E). Veřejné WC, Dukelské náměstí, 693 01 Hustopeče;;
Jihomoravský kraj;Hustopeče;WC (1E). Železniční stanice Hustopeče u Brna, Nádraží místní 569/1, 693 01 Hustopeče;"48°56'15.117"", 16°44'10.453""";
Jihomoravský kraj;Ivančice;WC (1E). Knihovna, Mjr. Nováka 7, 664 91 Ivančice;"49°6'16.221"", 16°21'58.431""";
Jihomoravský kraj;Ivančice;WC (1E). Městský úřad Ivančice - Odbor sociálních věcí, Palackého náměstí 5/11, 664 91 Ivančice;"49°6'7.085"", 16°22'35.011""";
Jihomoravský kraj;Ivančice;WC (1E). Městský úřad Ivančice - Odbor správních činností, P. Bezruče 4, 664 91 Ivančice;"49°5'49.715"", 16°22'23.462""";
Jihomoravský kraj;Ivančice;WC (3E). Nemocnice Ivančice, Široká 16, 664 95 Ivančice;"49°6'6.123"", 16°22'24.985""";
Jihomoravský kraj;Ivančice;WC (1E). Radnice Ivančice, Palackého náměstí 196/6, 664 91 Ivančice;"49°6'5.504"", 16°22'33.679""";
Jihomoravský kraj;Ivančice;WC (1E). Smuteční síň, Hřbitovní, 664 91 Ivančice;"49°6'10.244"", 16°23'6.320""";
Jihomoravský kraj;Ivančice;WC (1E). Sportovní hala Ivančice, Rybářská 33, 664 91 Ivančice;"49°6'0.593"", 16°22'56.816""";
Jihomoravský kraj;Ivančice;WC (1E). Železniční stanice Ivančice, Krumlovská 300/14, 664 91 Ivančice;"49°5'53.530"", 16°22'21.414""";
Jihomoravský kraj;Ivanovice na Hané;WC (1E). Čerpací stanice Shell Ivanovice na Hané, 683 23 Ivanovice na Hané;;
Jihomoravský kraj;Ivanovice na Hané;WC (1E). Železniční stanice Ivanovice na Hané, Nádražní 67/8, 683 23 Ivanovice na Hané;"49°18'21.922"", 17°5'14.846""";
Jihomoravský kraj;Klobouky u Brna;WC (1E). Dopravní terminál Klobouky u Brna, Náměstí Míru 169/1, 691 72 Klobouky u Brna;"48°59'46.6"", 16°51'30.12""";
Jihomoravský kraj;Kunštát;WC (1E). Státní zámek Kunštát, Zámecká 1, 679 72 Kunštát;"49°30'7.598"", 16°30'40.151""";
Jihomoravský kraj;Kuřim;WC (2E). Hypermarket Kaufland, Blanenská 2030/2, 664 34 Kuřim;"49°18'31.542"", 16°32'5.368""";
Jihomoravský kraj;Kuřim;WC (1E). Městská knihovna Kuřim, Popkova 1006, 664 34 Kuřim;"49°18'14.728"", 16°31'59.649""";
Jihomoravský kraj;Kuřim;WC (4E). Městský úřad Kuřim, Jungmannova 968, 664 34 Kuřim;"49°18'32.742"", 16°31'45.477""";
Jihomoravský kraj;Kuřim;WC (2E). Železniční stanice Kuřim, Farského 226/1, 664 34 Kuřim;"49°18'3.535"", 16°32'3.587""";
Jihomoravský kraj;Kyjov;WC (1E). Čerpací stanice Benzina, Strážovská 1381/9, 697 01 Kyjov;"49°0'21.712"", 17°6'20.23""";
Jihomoravský kraj;Kyjov;WC (2E). Hypermarket Kaufland, Svatoborská 1379/104, 697 01 Kyjov;"49°0'17.015"", 17°6'30.530""";
Jihomoravský kraj;Kyjov;Plošina (3E). Městská knihovna Kyjov, Komenského třída 617, 697 01 Kyjov;"49°0'42.649"", 17°7'35.537""";
Jihomoravský kraj;Kyjov;WC (2E). Městské kulturní středisko, Masarykova 34, 697 01 Kyjov;"49°0'38.160"", 17°7'21.438""";
Jihomoravský kraj;Kyjov;WC (1E). Městský stadion Kyjov, Mezivodí 2233, 697 01 Kyjov;"49°0'52.833"", 17°7'44.714""";
Jihomoravský kraj;Kyjov;Plošina (2E). Městský úřad Kyjov (Komerční banka), Masarykovo náměstí 18, 697 01 Kyjov;"49°0'34.905"", 17°7'21.565""";
Jihomoravský kraj;Kyjov;WC (1E). Městský úřad Kyjov, Masarykovo nám. 1/38, 697 01 Kyjov;"49°0'33.570"", 17°7'35.469""";
Jihomoravský kraj;Kyjov;WC (1E). Městský úřad Kyjov, Masarykovo náměstí 30/1, 697 01 Kyjov;"49°0'36.573"", 17°7'20.107""";
Jihomoravský kraj;Kyjov;WC (1E). Železniční stanice Kyjov, Nádražní 592, 697 01 Kyjov;"49°0'58.698"", 17°7'24.222""";
Jihomoravský kraj;Ladná u Břeclavi;WC (1E). Čerpací stanice Shell Ladná - pravá strana Dálnice D2, 44. km, směr Bratislava, 691 46 Ladná u Břeclavi;"48°48'36.101"", 16°53'32.43""";
Jihomoravský kraj;Letovice;WC (1E). Veřejné WC, Masarykovo nám. 158, 679 61 Letovice;;
Jihomoravský kraj;Letovice;WC (1E). Železniční stanice Letovice - výpravní budova, Nádražní 9, 679 61 Letovice;"49°33'21.798"", 16°34'16.209""";výpravní budova
Jihomoravský kraj;Lysice;WC (1E). Státní zámek Lysice (předzámčí), Zámecká 1, 679 71 Lysice;"49°27'12.967"", 16°31'59.016""";předzámčí
Jihomoravský kraj;Mikulov;WC (1E). Čerpací stanice Eni - Agip, Ulice 28. října, 692 01 Mikulov;"48°47'54.002"", 16°37'56.835""";
Jihomoravský kraj;Mikulov;WC (1E). WC Alfonse Muchy, Alfonse Muchy 298/9, 692 01 Mikulov;"48°48'16.243"", 16°38'8.146""";
Jihomoravský kraj;Milotice;WC (1E). Státní zámek Milotice, Zámecká 1, 696 05 Milotice;"48°57'34.555"", 17°8'16.438""";
Jihomoravský kraj;Modřice;WC (1E). Hypermarket Albert, U Dálnice 744, 664 42 Modřice;"49°8'9.884"", 16°37'57.984""";
Jihomoravský kraj;Modřice;WC (8E). Obchodní centrum Olympia Brno, U Dálnice 777, 664 42 Modřice;"49°8'17.261"", 16°37'58.863""";
Jihomoravský kraj;Moravský Krumlov;WC (1E). Čerpací stanice Euro Oil Moravský Krumlov, Ivančická 222, 672 01 Moravský Krumlov;"49°2'40.900"", 16°18'9.300""";
Jihomoravský kraj;Pasohlávky;WC (4E). Autokemp Merkur Pasohlávky, budovy sociálních zařízení, PV I, 691 22 Pasohlávky;"48°54'1.211"", 16°34'9.325""";budovy sociálních zařízení
Jihomoravský kraj;Pasohlávky;WC (4E). Autokemp Merkur Pasohlávky, budovy sociálních zařízení, PV II, 691 22 Pasohlávky;"48°54'1.211"", 16°34'9.325""";budovy sociálních zařízení
Jihomoravský kraj;Pasohlávky;WC (2E). Autokemp Merkur Pasohlávky, budovy sociálních zařízení, PV III, 691 22 Pasohlávky;"48°54'1.211"", 16°34'9.325""";budovy sociálních zařízení
Jihomoravský kraj;Pasohlávky;WC (2E). Autokemp Merkur Pasohlávky, budovy sociálních zařízení, PV IV, 691 22 Pasohlávky;"48°54'1.211"", 16°34'9.325""";budovy sociálních zařízení
Jihomoravský kraj;Podivín;WC (1E). Železniční stanice Podivín, U Dráhy 343, 691 45 Podivín;"48°50'14.249"", 16°51'13.518""";
Jihomoravský kraj;Pohořelice;WC (1E). Městský úřad Pohořelice, Vídeňská 699, 691 23 Pohořelice;"48°58'35.616"", 16°30'50.359""";
Jihomoravský kraj;Pohořelice;WC (1E). Veřejné WC, Lidická, 691 23 Pohořelice;"48°58'51.600"", 16°31'15.600""";
Jihomoravský kraj;Pohořelice;WC (1E). Zdravotní středisko, Brněnská 1, 691 23 Pohořelice;"48°58'59.581"", 16°31'30.389""";
Jihomoravský kraj;Přibyslavice;WC (1E). Čerpací stanice Benzina - Devět křížů LS, D1 - 166,5 km, směr Praha, 664 83 Přibyslavice;;
Jihomoravský kraj;Rousínov;WC (1E). Čerpací stanice Benzina Rousínov - U dálnice, Slavkovská 941, 683 01 Rousínov ;"49°11'27.931"", 16°52'44.979""";
Jihomoravský kraj;Strážnice;WC (1E). Areál zámeckého parku Strážnice – přírodní amfiteátr Zámek, 696 62 Strážnice;"48°54'23.385"", 17°18'47.922""";
Jihomoravský kraj;Strážnice;WC (3E). Muzeum vesnice jihovýchodní Moravy (Pivovar), Bzenecká 671, 696 62 Strážnice;"48°54'14.88"", 17°18'46.094""";
Jihomoravský kraj;Šakvice;WC (1E). Železniční stanice Šakvice, 693 01 Nádraží Šakvice 562/5;"48°54'46.107"", 16°42'23.63""";
Jihomoravský kraj;Šumná;WC (5E). Camping Vranovská pláž, 671 02 Šumná;"48°54'50.639"", 15°48'52.903""";
Jihomoravský kraj;Tišnov;WC (1E). Centrum služeb pro turisty, Náměstí Míru 120, 666 01 Tišnov;"49°20'56.576"", 16°25'20.257""";
Jihomoravský kraj;Uherčice u Znojma;WC (1E). Státní hrad Bítov, Bítov 1, 671 07 Uherčice u Znojma;"48°56'37.137"", 15°42'2.111""";
Jihomoravský kraj;Velká Bíteš;WC (1E). Čerpací stanice Benzina - Devět křížů PS, D1 - 166,5 km, směr Brno, 595 01 Velká Bíteš;;
Jihomoravský kraj;Velké Opatovice;WC (1E). Veřejné WC Velké Opatovice, 679 63 Velké Opatovice;"49°36'41.696"", 16°40'18.382""";
Jihomoravský kraj;Velké Pavlovice;WC (1E). Farní zahrada (navazující na Oranžové hřiště), Hlavní 153, 691 06 Velké Pavlovice;"48°54'13.474"", 16°49'7.256""";
Jihomoravský kraj;Veselí nad Moravou;WC (2E). Hypermarket Kaufland, Stolářská 1758, 698 01 Veselí nad Moravou;"48°57'3.367"", 17°23'5.170""";
Jihomoravský kraj;Veselí nad Moravou;WC (1E). Veřejný přístav Veselí nad Moravou (na Baťově kanále), Přístavní, 698 01 Veselí nad Moravou;"48°57'16.394"", 17°22'24.234""";
Jihomoravský kraj;Vysoké Popovice;WC (1E). Veřejné WC u kostela, 664 84 Vysoké Popovice;;
Jihomoravský kraj;Vyškov;WC (2E). Hypermarket Kaufland, Cukrovarská 492/4, 682 01 Vyškov;"49°16'29.367"", 16°59'39.145""";
Jihomoravský kraj;Vyškov;WC (1E). Veřejné WC u hřistě pro volnočasové aktivity (sezonně), Mlýnská 737/10, 682 01 Vyškov;"49°17'4.980"", 16°59'42.870""";sezonně
Jihomoravský kraj;Vyškov;WC (2E). Železniční stanice Vyškov na Moravě, Nádražní 128/22, 682 01 Vyškov - Město;"49°16'41.953"", 16°59'30.598""";výpravní budova
Jihomoravský kraj;Znojmo;WC (1E). Hypermarket Albert, Brněnská 2937/21, 669 02 Znojmo;"48°50'46.208"", 16°3'57.633""";
Jihomoravský kraj;Znojmo;WC (1E). Hypermarket Albert, Vídeňská třída 684/69, 669 02 Znojmo;"48°50'44.718"", 16°3'34.228""";
Jihomoravský kraj;Znojmo;WC (1E). Hypermarket Kaufland, Dukelských bojovníků 3632/156, 662 02 Znojmo;"48°50'13.798"", 16°3'51.509""";
Jihomoravský kraj;Znojmo;WC (2E). Hypermarket Kaufland, Jarošova 1234/2, 662 00 Znojmo;"48°51'37.340"", 16°3'19.663""";
Olomoucký kraj;Bělotín;WC (1E). Železniční stanice Bělotín, 753 64 Bělotín;"49°35'2.976"", 17°47'54.996""";
Olomoucký kraj;Bohuňovice;WC (1E). Železniční stanice Bohuňovice, výpravní budova, U Nádraží 251, 783 14 Bohuňovice;"49°39'46.736"", 17°16'53.797""";výpravní budova
Olomoucký kraj;Branná;WC (1E). Železniční stanice Branná, Branná 155, 788 25 Branná;"50°8'49.094"", 17°0'52.914""";
Olomoucký kraj;Česká Ves;WC (1E). Čerpací stanice Benzina Česká Ves u Jeseníku, Jesenická 604, 790 81 Česká Ves;"50°14'47.723"", 17°12'49.632""";
Olomoucký kraj;Hradec - Nová Ves;WC (1E). Víceúčelový objekt, č.p. 152, 790 84 Hradec - Nová Ves ;"50°17'45.125"", 17°17'13.637""";
Olomoucký kraj;Hranice;WC (1E). Hypermarket Albert, Zborovská 2008, 753 01 Hranice;"49°33'25.569"", 17°44'59.341""";
Olomoucký kraj;Hranice;WC (1E). Hypermarket Kaufland, Družstevní 2034, 753 01 Hranice;"49°33'27.901"", 17°44'27.337""";
Olomoucký kraj;Hranice;WC (1E). Knihovna, Masarykovo náměstí 71, 753 01 Hranice;"49°32'49.985"", 17°44'3.941""";
Olomoucký kraj;Hranice;WC (3E). Městský úřad Hranice, Pernštejnské náměstí 1, 753 01 Hranice;"49°33'0.349"", 17°44'5.064""";
Olomoucký kraj;Hranice;WC (1E). Městský úřad Hranice, Purgešova 1399, 753 01 Hranice;"49°33'4.037"", 17°43'52.191""";
Olomoucký kraj;Hranice;WC (1E). Veřejné WC, park Čs. Legií, 753 01 Hranice;;
Olomoucký kraj;Hranice;WC (1E). Zámecká zahrada, Pernštejské náměstí 1, 753 01 Hranice;"49°33'0.35"", 17°44'5.063""";
Olomoucký kraj;Hranice;Plošina (2E). Zámecký klub, Pernštejnské náměstí 1, 753 01 Hranice;"49°33'0.756"", 17°44'5.137""";
Olomoucký kraj;Jeseník;WC (1E). Autobusové nádraží Jeseník, Sadová 1376/5, 790 01 Jeseník;"50°13'34.99"", 17°12'25.001""";
Olomoucký kraj;Jeseník;WC (1E). Hypermarket Kaufland, Fučíkova 1342/3, 790 01 Jeseník;"50°13'31.63"", 17°11'55.215""";
Olomoucký kraj;Jeseník;WC (1E). Městský úřad Jeseník, Karla Čapka 1147/10, 790 01 Jeseník;"50°13'38.431"", 17°12'42.902""";
Olomoucký kraj;Jeseník;WC (3E). Obchodní centrum Alkron, Palackého 1341/2, 790 01 Jeseník;"50°13'49.080"", 17°12'17.639""";
Olomoucký kraj;Jeseník;WC (2E). Železniční stanice Jeseník, výpravní budova, Nádražní 282/2, 790 01 Jeseník;"50°13'38.999"", 17°11'36.736""";
Olomoucký kraj;Kojetín;Plošina + WC (5E). Poliklinika Kojetín, 6. května 1373, 752 01 Kojetín;"49°20'54.301"", 17°18'7.028""";
Olomoucký kraj;Kojetín;Plošina (3E). Vzdělávací a informační centrum, Masarykovo náměstí 8, 752 01 Kojetín;"49°21'10.814"", 17°18'10.073"" ";
Olomoucký kraj;Lipník nad Bečvou;WC (1E). Městský úřad Lipník nad Bečvou, přízemí, Bratrská ul. 358, 751 31 Lipník nad Bečvou;"49°31'30.169"", 17°34'51.561""";přízemí
Olomoucký kraj;Lipník nad Bečvou;WC (1E). Veřejné WC, Nerudova 93, 751 31 Lipník nad Bečvou;;
Olomoucký kraj;Lipník nad Bečvou;WC (3E). Železniční stanice Lipník nad Bečvou, Nádražní 400/28, 751 31 Lipník nad Bečvou;"49°31'44.423"", 17°34'22.539""";
Olomoucký kraj;Litovel;WC (1E). Městský úřad Litovel, nám. Př. Otakara 777, 784 01 Litovel;"49°42'6.180"", 17°4'30.002""";
Olomoucký kraj;Litovel;WC (2E). Železniční stanice Litovel předměstí, Nádražní 962/3a, 784 01 Litovel;"49°41'38.758"", 17°4'16.565""";
Olomoucký kraj;Mohelnice;WC (1E). Čerpací stanice Benzina Mohelnice - 1. Máje, 1. máje 180/16, 789 85 Mohelnice;"49°46'34.284"", 16°55'55.481""";
Olomoucký kraj;Mohelnice;WC (1E). Čerpací stanice Benzina Mohelnice LS, D35, Dolní Krčmy LS, 789 85 Mohelnice (Zábřeh - Olomouc);"49°46'12.345"", 16°54'50.021""";
Olomoucký kraj;Mohelnice;WC (1E). Čerpací stanice Benzina Mohelnice PS, D35, Dolní Krčmy PS, 789 85 Mohelnice (Olomouc - Zábřeh);"49°46'17.715"", 16°54'48.277""";
Olomoucký kraj;Mohelnice;WC (2E). Hypermarket Kaufland, Družstevní 1389/29, 789 85 Mohelnice;"49°46'31.212"", 16°55'58.973""";
Olomoucký kraj;Mohelnice;WC (1E). Morava Camp, WC na koupališti, Petra Bezruče 795/13, 789 85 Mohelnice;"49°46'58.447"", 16°54'33.018""";WC na koupališti
Olomoucký kraj;Mohelnice;WC (1E). Úřad práce ČR Mohelnice, Olomoucká 353/83, 789 85 Mohelnice;"49°46'27.448"", 16°55'5.924""";
Olomoucký kraj;Mohelnice;WC (2E). Zdravotní středisko, Nádražní 35, 789 85 Mohelnice;"49°46'33.125"", 16°55'42.221""";WC přízemí
Olomoucký kraj;Mohelnice;WC (2E). Železniční stanice Mohelnice, Nádraží 339/5, 789 85 Mohelnice;"49°46'36.263"", 16°56'33.766""";
Olomoucký kraj;Moravičany;WC (2E). Železniční stanice Moravičany, 789 85 Moravičany 87;"49°45'29.303"", 16°58'5.791""";
Olomoucký kraj;Moravský Beroun;WC (1E). Výchovně vzdělávací centrum a kino, Nádražní 373, 793 05 Moravský Beroun;"49°47'31.257"", 17°26'28.661""";
Olomoucký kraj;Olomouc - Hodolany;WC (2E). Autobusové nádraží Olomouc, Sladkovského 142/37, 779 00 Olomouc - Hodolany;"49°35'15.984"", 17°17'7.310""";
Olomoucký kraj;Olomouc;WC (1E). Čerpací stanice Benzina Olomouc – Přerovská, Přerovská 739, 779 00 Olomouc;"49°34'21.036"", 17°17'56.838""";
Olomoucký kraj;Olomouc - Nemilany;WC (1E). Čerpací stanice OMV Olomouc Nemilany, D1 směr Brno, 783 01 Olomouc;"49°33'11.849"", 17°13'44.565""";
Olomoucký kraj;Olomouc;WC (7E). Galerie Šantovka - obchodní centrum, Polská 1, 779 00 Olomouc;"49°35'14.729"", 17°15'28.519""";
Olomoucký kraj;Olomouc;WC (1E). Hobby market OBI Olomouc, Horní Lán 2, 779 00 Olomouc;"49°34'33.348"", 17°14'7.286""";
Olomoucký kraj;Olomouc;WC (4E). Hypermarket Globus, Pražská 39/248, 779 00 Olomouc;"49°36'5.517"", 17°13'23.062""";
Olomoucký kraj;Olomouc Neředín;WC (2E). Hypermarket Kaufland, Hněvotínská 772, 779 00 Olomouc Neředín;"49°35'5.859"", 17°13'29.006""";
Olomoucký kraj;Olomouc - Hodolany;WC (1E). Hypermarket Kaufland, Štursova 1124/3, 779 00 Olomouc;"49°35'18.247"", 17°16'18.345""";
Olomoucký kraj;Olomouc;WC (2E). Kemp a karavan park Krásná Morava Olomouc, Jarmily Glazarové, 779 00 Olomouc;"49°36'29.819"", 17°14'36.065""";
Olomoucký kraj;Olomouc;WC (1E). Magistrát města Olomouce, budova odboru sociálních věcí, Štursova 1, 779 00 Olomouc;"49°35'19.098"", 17°16'24.739""";budova odboru sociálních věcí
Olomoucký kraj;Olomouc - Bělidla;WC (1E). Nákupní park Bělidla, Pavlovická 272/18, 779 00 Olomouc - Bělidla;"49°36'5.872"", 17°16'42.042""";
Olomoucký kraj;Olomouc;WC (1E). NRZP ČR pro Olomoucký kraj, Slovenská 5, 775 00 Olomouc;"49°35'49.034"", 17°14'59.572""";
Olomoucký kraj;Olomouc;WC (1E). Obchodní centrum Galerie Moritz, 8. května 465/24, 779 00 Olomouc;"49°35'43.035"", 17°15'0.578""";
Olomoucký kraj;Olomouc;WC (1E). Obchodní centrum Haná, Kafkova 1223/8, 779 00 Olomouc;"49°34'29.358"", 17°13'43.735""";
Olomoucký kraj;Olomouc;WC (5E). Obchodní centrum Olomouc CITY, Pražská 255/41, 779 00 Olomouc;"49°36'8.099"", 17°13'13.581""";
Olomoucký kraj;Olomouc;WC (1E). Poliklinika SPEA Olomouc (přízemí), Nám. Národních hrdinů 2, 771 11 Olomouc;"49°35'44.844"", 17°14'51.896""";přízemí
Olomoucký kraj;Olomouc;WC (4E). Regionální centrum Olomouc, Jeremenkova 1211/40b, 779 00 Olomouc;"49°35'26.844"", 17°16'38.824""";
Olomoucký kraj;Olomouc;WC (1E). Správa železniční dopravní cesty, oblastní ředitelství, Nerudova 1, 772 58 Olomouc;"49°35'23.093"", 17°15'7.757""";
Olomoucký kraj;Olomouc;WC (1E). Supermarket TERNO, Horní Lán 1196/9, 779 00 Olomouc;"49°34'30.636"", 17°13'51.154""";
Olomoucký kraj;Olomouc;WC (4E). Univerzita Palackého v Olomouci - Fakulta těl. kultury, tř. Míru 115, 771 11 Olomouc;;"budova NC (pracovny pedagogů), WC – 1. podlaží;  budova NC (pracovny pedagogů), WC – 2. podlaží; budova NA (budova děkanátu), WC – 2. podlaží"
Olomoucký kraj;Olomouc;Plošina (3E). Univerzita Palackého v Olomouci - Filozofická fakulta, Tř. Svobody 686/26, 771 47 Olomouc;;
Olomoucký kraj;Olomouc;3x Plošina (7E). Univerzita Palackého v Olomouci - Pedagogická fakulta, Žižkovo nám. 5, 771 40 Olomouc;"49°35'44.556"", 17°15'52.719""";
Olomoucký kraj;Olomouc;WC (1E). Úřad práce ČR Olomouc, Hálkova 20, 779 00 Olomouc;"49°35'17.538"", 17°16'27.866""";
Olomoucký kraj;Olomouc;WC (1E). Úřad práce ČR Olomouc, Vejdovského 988/4, 779 00 Olomouc;"49°35'20.155"", 17°16'11.953""";
Olomoucký kraj;Olomouc;WC (3E). Výstaviště Flora Olomouc (Oranžérie, Pavilon G), Wolkerova 17, 771 11 Olomouc;"49°35'18.240"", 17°14'43.836"" ";
Olomoucký kraj;Olomouc;WC (2E). Železniční stanice Olomouc hl. nádr. - výpravní budova, Jeremenkova 23, 772 00 Olomouc;"49°35'33.234"", 17°16'40.732""";výpravní budova
Olomoucký kraj;Polom;WC (1E). Železniční stanice Polom - výpravní budova, Polom 135, 753 64 Polom *;"49°34'27.642"", 17°51'19.743""";výpravní budova
Olomoucký kraj;Postřelmov;WC (1E). Železniční stanice Postřelmov - výpravní budova, Klubovní 125, 789 69 Postřelmov;"49°54'36.754"", 16°55'22.318""";výpravní budova
Olomoucký kraj;Prostějov - Mostkovice;WC (1E). Čerpací stanice Euro Oil Prostějov Mostkovice, Plumlovská 381, 796 04 Prostějov Mostkovice, Domamyslice;"49°28'22.23"",17°3'48.32""";
Olomoucký kraj;Prostějov - Žešov;WC (1E). Čerpací stanice OMV Prostějov Žešov, D1 směr Praha, 796 01 Prostějov;"49°26'48.563"", 17°6'53.045""";
Olomoucký kraj;Prostějov - Držice;WC (1E). Hobby market OBI Prostějov - Držice, Konečná 4564/10, 796 01 Prostějov - Držice;"49°28'55.474"", 17°7'33.46""";
Olomoucký kraj;Prostějov;WC (2E). Hypermarket Albert, Plumlovská 456, 796 01 Prostějov;"49°28'24.222"", 17°4'50.219""";
Olomoucký kraj;Prostějov;WC (1E). Hypermarket Kaufland, Okružní 4262/10, 796 01 Prostějov;"49°27'44.751"", 17°7'4.319""";
Olomoucký kraj;Prostějov;WC (2E). Hypermarket Kaufland, Olomoucká 120, 796 07 Prostějov;"49°28'58.072"", 17°7'23.609""";
Olomoucký kraj;Prostějov;WC (1E). Hypermarket Tesco, Konečná 25, 796 07 Prostějov;"49°29'2.082"", 17°7'42.881""";
Olomoucký kraj;Prostějov;WC (1E). Obchodní centrum Zlatá brána Prostějov, Dukelská brána 25/7, 796 01 Prostějov;"49°28'20.213"", 17°6'46.070""";
Olomoucký kraj;Prostějov;WC (4E). Železniční stanice Prostějov hl. nádr. - výpravní budova - Janáčkova 3159, 796 01 Prostějov;"49°28'20.488"", 17°7'44.378""";výpravní budova
Olomoucký kraj;Přerov;WC (1E). Autobusová stanice Přerov (přímý přístup z chodníku), Tovární 3248, 750 02 Přerov;"49°26'48.530"", 17°26'49.862""";přímý přístup z chodníku
Olomoucký kraj;Přerov;Plošina + WC (4E). ČSSZ - OSSZ Přerov, Bayerova 732/1, 750 11 Přerov;"49°27'13.100"", 17°27'20.966""";
Olomoucký kraj;Přerov I - Město;WC (4E). Galerie Přerov, Čechova 3491/26, 750 02 Přerov I - Město;"49°27'1.716"", 17°27'23.172""";
Olomoucký kraj;Přerov;WC (1E). Hobby market OBI Přerov, Polní 2992/11, 750 02 Přerov;"49°27'26.783"", 17°26'5.129""";
Olomoucký kraj;Přerov;WC (1E). Hypermarket Kaufland, Lipnická 2936/4, 761 24 Přerov;"49°27'51.162"", 17°26'44.995""";
Olomoucký kraj;Přerov;WC (2E). Hypermarket Kaufland, Želatovská 3564/42, 750 02 Přerov;"49°26'55.993"", 17°28'24.206""";
Olomoucký kraj;Přerov;WC (2E). Hypermarket Tesco, Kojetínská 3133/10, 750 02 Přerov;"49°26'59.792"", 17°26'36.322""";
Olomoucký kraj;Přerov;WC (1E). Plavecký areál, Kopaniny 2, 750 02 Přerov;"49°27'31.363"", 17°26'44.089""";
Olomoucký kraj;Přerov;WC (1E). Úřad práce ČR Přerov, Žerotínovo nám. 168/21, 750 02 Přerov;"49°27'12.435"", 17°27'13.199""";
Olomoucký kraj;Přerov;WC (5E). Zimní stadion, Petřivalského 5, 750 02 Přerov;"49°26'51.298"", 17°27'52.632""";
Olomoucký kraj;Přerov;WC (4E). Železniční stanice Přerov, Husova 632/1, 750 02 Přerov;"49°26'50.751"", 17°26'43.488""";
Olomoucký kraj;Staré město pod Sněžníkem;WC (2E). Železniční stanice Staré město pod Sněžníkem - služební budova, Nádražní 282, 788 32 Staré město pod Sněžníkem;"50°9'43.783"", 16°56'31.307""";služební budova
Olomoucký kraj;Šternberk;WC (1E). Autobusové nádraží, Dvorská, 785 01 Šternberk;"49°43'56.464"", 17°17'56.864""";
Olomoucký kraj;Šternberk;WC (2E). Hypermarket Kaufland, Průmyslová 2699/1, 785 01 Šternberk;"49°42'44.291"", 17°17'28.727""";
Olomoucký kraj;Šternberk;WC (2E). Hypermarket Tesco Stores ČR, a.s., Obchodní, 785 01 Šternberk;"49°43'13.750"", 17°17'24.150""";
Olomoucký kraj;Šternberk;WC (1E). Městský úřad Šternberk, Horní náměstí 16, 785 01 Šternberk;"49°43'53.407"", 17°17'59.370""";
Olomoucký kraj;Šternberk;WC (2E). Státní hrad Šternberk (hrad, strážní domek), Horní nám. 6, 785 01 Šternberk;"49°43'59.431"", 17°18'6.52""";hrad, strážní domek
Olomoucký kraj;Šternberk;WC (1E). Úřad práce ČR Šternberk, Uničovská 182/36, 785 01 Šternberk;"49°43'43.032"", 17°17'29.126""";
Olomoucký kraj;Šternberk;WC (2E). Železniční stanice Šternberk, výpravní budova, Nádražní 1705/48, 785 01 Šternberk;"49°43'14.009"", 17°17'10.576""";výpravní budova
Olomoucký kraj;Šumperk;WC (4E). Autobusové nádraží Šumperk, Jesenická 19, 787 01 Šumperk;"49°57'45.742"", 16°58'53.483""";
Olomoucký kraj;Šumperk;WC (1E). ČSSZ - OSSZ Šumperk, 17. listopadu 19, 781 01 Šumperk;"49°57'48.114"", 16°58'56.234""";
Olomoucký kraj;Šumperk;WC (1E). Hypermarket Albert, Vřesová 2908/11, 787 01 Šumperk;"49°57'26.675"", 16°58'8.702""";
Olomoucký kraj;Šumperk;WC (2E). Hypermarket Kaufland, Vítězná 2886/6, 787 01 Šumperk;"49°58'26.954"", 16°58'30.815""";
Olomoucký kraj;Šumperk;WC (1E). Úřad práce ČR Šumperk, M. R. Štefánika 20, 787 01 Šumperk;"49°57'46.171"", 16°58'29.732""";
Olomoucký kraj;Šumperk;WC (4E). Železniční stanice Šumperk, Jesenická 464/4, 787 01 Šumperk;"49°57'43.876"", 16°58'58.37""";
